Make,Model,Year Range,PCD,Center Bore,R12,R13,R14,R15,R16,R17,R18,R19,R20,URL
ford,Mondeo ST200,1995 - 2000,4x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Mondeo%20ST200%20(1995%20-%202000).html
ford,Mustang,1979 - 1993,4x108,64.1,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Mustang%20(1979%20-%201993).html
ford,Mustang,1994 - 2004,5x114.3,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Mustang%20(1994%20-%202004).html
ford,Mustang,2005 - 2014,5x114.3,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Mustang%20(2005%20-%202014).html
ford,Mustang,2015 - 2023,5x114.3,70.5,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Ford/Mustang%20(2015%20-%202023).html
ford,Mustang,2024 - ,5x114.3,70.5,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Ford/Mustang%20(2024%20-%20).html
ford,Mustang Shelby GT500,2006 - 2014,5x114.3,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Mustang%20Shelby%20GT500%20(2006%20-%202014).html
ford,Orion,1983 - 1990,4x108,63.4,,1,,,,,,,,https://www.wheelfitment.eu/car/Ford/Orion%20(1983%20-%201990).html
ford,Orion,1990 - 1999,4x108,63.4,,1,1,,,,,,,https://www.wheelfitment.eu/car/Ford/Orion%20(1990%20-%201999).html
ford,Probe,1989 - 1992,5x114.3,59.6,,,1,1,,,,,,https://www.wheelfitment.eu/car/Ford/Probe%20(1989%20-%201992).html
ford,Probe,1993 - 1998,5x114.3,67.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Ford/Probe%20(1993%20-%201998).html
ford,Puma,1997 - 2001,4x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Puma%20(1997%20-%202001).html
ford,Puma,2019 - ,5x108,63.4,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Ford/Puma%20(2019%20-%20).html
ford,Ranchero,1965 - 1984,5x114.3,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Ranchero%20(1965%20-%201984).html
ford,Ranger,1999 - 2006,6x139.7,93.1,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Ranger%20(1999%20-%202006).html
ford,Ranger,2007 - 2011,6x139.7,93.1,,,,1,1,1,1,,1,https://www.wheelfitment.eu/car/Ford/Ranger%20(2007%20-%202011).html
ford,Ranger,2011 - 2022,6x139.7,93.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Ford/Ranger%20(2011%20-%202022).html
ford,Ranger,2022 - ,6x139.7,93.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Ford/Ranger%20(2022%20-%20).html
ford,Ranger 5 bolts,1983 - 2001,5x114.3,70.6,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Ranger%205%20gaats%20(1983%20-%202001).html
ford,S Max,2006 - 2015,5x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/S%20Max%20(2006%20-%202015).html
ford,S Max,2015 - 2018,5x108,63.4,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Ford/S%20Max%20(2015%20-%202018).html
ford,Scorpio,1985 - 1994,5x112,63.4,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Ford/Scorpio%20(1985%20-%201994).html
ford,Scorpio,1995 - 1998,4x108,63.4,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Ford/Scorpio%20(1995%20-%201998).html
ford,Sierra,1982 - 1993,4x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Sierra%20(1982%20-%201993).html
ford,Sierra Cosworth,1990 - 1992,4x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Sierra%20Cosworth%20(1990%20-%201992).html
ford,Streetka,2003 - 2006,4x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Streetka%20(2003%20-%202006).html
ford,Taunus,1970 - 1983,4x108,63.3,,1,1,,,,,,,https://www.wheelfitment.eu/car/Ford/Taunus%20(1970%20-%201983).html
ford,Taurus,1986 - 2001,5x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Taurus%20(1986%20-%202001).html
ford,Thunderbird,1973 - 1978,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Thunderbird%20(1973%20-%201978).html
ford,Thunderbird,1989 - 1998,5x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Thunderbird%20(1989%20-%201998).html
ford,Torino,1968 - 1976,5x114.3,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Torino%20(1968%20-%201976).html
ford,Tourneo,2016 - ,5x160,65.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Ford/Tourneo%20(2016%20-%20).html
ford,Tourneo Connect,2013 - 2022,5x108,63.4,,,,,1,1,,,,https://www.wheelfitment.eu/car/Ford/Tourneo%20Connect%20(2013%20-%202022).html
ford,Tourneo Connect,2023 - ,5x108,63.4,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Ford/Tourneo%20Connect%20(2023%20-%20).html
ford,Transit,1987 - 2000,5x160,65.1,,,,1,,,,,,https://www.wheelfitment.eu/car/Ford/Transit%20(1987%20-%202000).html
ford,Transit,2002 - 2006,5x160,65.1,,,,,1,,,,,https://www.wheelfitment.eu/car/Ford/Transit%20(2002%20-%202006).html
ford,"Transit 2.0, 2.2",2006 - 2012,5x160,65.1,,,,,,,,,,"https://www.wheelfitment.eu/car/Ford/Transit%202.0,%202.2%20(2006%20-%202012).html"
ford,"Transit 2.3, 2.4",2001 - 2013,5x160,65.1,,,,,,,,,,"https://www.wheelfitment.eu/car/Ford/Transit%202.3,%202.4%20(2001%20-%202013).html"
ford,Transit Connect,2003 - 2013,5x108,63.4,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Ford/Transit%20Connect%20(2003%20-%202013).html
ford,Transit Connect,2013 - ,5x108,63.4,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Ford/Transit%20Connect%20(2013%20-%20).html
ford,"Transit Custom 2.7t, 2.9t, 3.1t",2013 - ,5x160,65.1,,,,1,1,1,1,,,"https://www.wheelfitment.eu/car/Ford/Transit%20Custom%202.7t,%202.9t,%203.1t%20(2013%20-%20).html"
ford,Transit Custom 3.3t,2013 - ,5x160,65.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Ford/Transit%20Custom%203.3t%20(2013%20-%20).html
ford,Windstar,1995 - 2004,5x108,63.4,,,,,,,,,,https://www.wheelfitment.eu/car/Ford/Windstar%20(1995%20-%202004).html
honda,Accord,1982 - 1990,4x100,56.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Accord%20(1982%20-%201990).html
honda,Accord,1993 - 2003,4x114.3,64.1,,,1,1,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Accord%20(1993%20-%202003).html
honda,Accord,2003 - 2008,5x114.3,64.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Accord%20(2003%20-%202008).html
honda,Accord,2008 - 2015,5x114.3,64.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Accord%20(2008%20-%202015).html
honda,Accord,2018 - ,5x114.3,64.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Accord%20(2018%20-%20).html
honda,Accord Coupe,1998 - 2001,5x114.3,64.1,,,1,1,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Accord%20Coupe%20(1998%20-%202001).html
honda,Civic,1983 - 1987,4x100,56.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Civic%20(1983%20-%201987).html
honda,Civic,1987 - 1991,4x100,56.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Civic%20(1987%20-%201991).html
honda,Civic,1991 - 1995,4x100,56.1,,1,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Honda/Civic%20(1991%20-%201995).html
honda,Civic,1995 - 2001,4x100,56.1,,1,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Honda/Civic%20(1995%20-%202001).html
honda,Civic,2001 - 2006,4x100,56.1,,,1,1,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Civic%20(2001%20-%202006).html
honda,Civic,2006 - 2011,5x114.3,64.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Civic%20(2006%20-%202011).html
honda,Civic,2012 - ,5x114.3,64.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Civic%20(2012%20-%20).html
honda,Civic Hybrid,2006 - 2011,5x114.3,64.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Civic%20Hybrid%20(2006%20-%202011).html
honda,Civic Type R,2001 - 2006,5x114.3,64.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Civic%20Type%20R%20(2001%20-%202006).html
honda,Civic Type R,2007 - ,5x114.3,64.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Civic%20Type%20R%20(2007%20-%20).html
honda,Concerto,1991 - 1994,4x100,56.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Concerto%20(1991%20-%201994).html
honda,CR-V,1997 - 2001,5x114.3,64.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/CR-V%20(1997%20-%202001).html
honda,CR-V,2001 - 2006,5x114.3,64.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/CR-V%20(2001%20-%202006).html
honda,CR-V,2006 - 2012,5x114.3,64.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/CR-V%20(2006%20-%202012).html
honda,CR-V,2012 - 2018,5x114.3,64.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/CR-V%20(2012%20-%202018).html
honda,CR-V,2018 - 2022,5x114.3,64.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Honda/CR-V%20(2018%20-%202022).html
honda,CR-V,2022 - ,5x114.3,64.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Honda/CR-V%20(2022%20-%20).html
honda,CR-Z,2010 - 2017,5x114.3,64.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Honda/CR-Z%20(2010%20-%202017).html
honda,CRX,1992 - 1999,4x100,56.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Honda/CRX%20(1992%20-%201999).html
honda,e,2020 - ,5x114.3,64.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Honda/e%20(2020%20-%20).html
honda,e:Np1,2022 - ,5x114.3,64.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Honda/e:Np1%20(2022%20-%20).html
honda,e:Ns1,2022 - ,5x114.3,64.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Honda/e:Ns1%20(2022%20-%20).html
honda,e:Ny1,2023 - ,5x114.3,64.1,,,,,,,1,,,https://www.wheelfitment.eu/car/Honda/e:Ny1%20(2023%20-%20).html
honda,Element,2005 - ,5x114.3,64.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Element%20(2005%20-%20).html
honda,Elysion,2004 - 2015,5x114.3,64.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Honda/Elysion%20(2004%20-%202015).html
honda,Elysion,2015 - ,5x114.3,64.1,,,,,,,1,,,https://www.wheelfitment.eu/car/Honda/Elysion%20(2016%20-%20).html
honda,Fit,2008 - ,4x100,56.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Honda/Fit%20(2008%20-%20).html
honda,FR-V,2005 - 2010,5x114.3,64.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/FR-V%20(2005%20-%202010).html
honda,HR-V,1999 - 2005,5x114.3,64.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Honda/HR-V%20(1999%20-%202005).html
honda,HR-V,2015 - ,5x114.3,64.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Honda/HR-V%20(2015%20-%20).html
honda,Insight,2009 - 2014,4x100,56.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Honda/Insight%20(2009%20-%202014).html
honda,Integra Type R,1998 - 2001,5x114.3,64.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Integra%20Type%20R%20(1998%20-%202001).html
honda,Jazz,2002 - 2008,4x100,56.1,,,1,1,1,,,,,https://www.wheelfitment.eu/car/Honda/Jazz%20(2002%20-%202008).html
honda,Jazz,2008 - 2015,4x100,56.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Honda/Jazz%20(2008%20-%202015).html
honda,Jazz,2015 - ,4x100,56.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Honda/Jazz%20(2015%20-%20).html
honda,Legend,1985 - 1990,4x114.3,64.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Legend%20(1985%20-%201990).html
honda,Legend,1991 - 2004,5x114.3,64.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Legend%20(1991%20-%202004).html
honda,Legend,2004 - ,5x120,64.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Legend%20(2004%20-%20).html
honda,Life Dunk,2000 - 2003,4x100,56.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Honda/Life%20Dunk%20(2000%20-%202003).html
honda,Logo,1999 - 2002,4x100,56.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Logo%20(1999%20-%202002).html
honda,NSX,1990 - 2005,5x114.3,70.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Honda/NSX%20(1990%20-%202005).html
honda,NSX Rear,2016 - ,5x120,70.1,,,,,,,,,1,https://www.wheelfitment.eu/car/Honda/NSX%20Achteras%20(2016%20-%20).html
honda,NSX Front,2016 - ,5x120,70.1,,,,,,,,1,,https://www.wheelfitment.eu/car/Honda/NSX%20Vooras%20(2016%20-%20).html
honda,Odyssey,2005 - ,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Odyssey%20(2005%20-%20).html
honda,Pilot,2003 - 2008,5x114.3,64.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Honda/Pilot%20(2003%20-%202008).html
honda,Pilot,2008 - 2015,5x120,64.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Honda/Pilot%20(2008%20-%202015).html
honda,Pilot,2019 - 2023,5x120,64.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Honda/Pilot%20(2019%20-%202023).html
honda,Pilot,2023 - ,5x120,64.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Honda/Pilot%20(2023%20-%20).html
honda,Prelude,1978 - 1991,4x100,64.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Prelude%20(1978%20-%201991).html
honda,Prelude 4 bolts,1992 - 2000,4x114.3,64.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Honda/Prelude%204%20gaats%20(1992%20-%202000).html
honda,Prelude 5 bolts,1997 - 2001,5x114.3,64.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Prelude%205%20gaats%20(1997%20-%202001).html
honda,Ridgeline,2005 - ,5x120,64.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Ridgeline%20(2005%20-%20).html
honda,S2000,1999 - 2009,5x114.3,70.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/S2000%20(1999%20-%202009).html
honda,Shuttle,1997 - 2001,5x114.3,64.1,,,,,,,,,,https://www.wheelfitment.eu/car/Honda/Shuttle%20(1997%20-%202001).html
honda,Stream,2001 - 2007,5x114.3,56.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Honda/Stream%20(2001%20-%202007).html
honda,WR-V,2017 - ,4x100,56.1,,,,,1,,,,,https://www.wheelfitment.eu/car/Honda/WR-V%20(2017%20-%20).html
honda,XR-V,2014 - ,5x114.3,64.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Honda/XR-V%20(2014%20-%20).html
honda,ZR-V,2022 - ,5x114.3,64.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Honda/ZR-V%20(2022%20-%20).html
hyundai,Accent,1994 - 1999,4x114.3,67.1,,1,1,1,,,,,,https://www.wheelfitment.eu/car/Hyundai/Accent%20(1994%20-%201999).html
hyundai,Accent,2000 - 2006,4x100,54.1,,1,1,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/Accent%20(2000%20-%202006).html
hyundai,Accent,2006 - 2011,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Accent%20(2006%20-%202011).html
hyundai,Accent,2010 - 2017,4x100,54.1,,,1,1,1,,,,,https://www.wheelfitment.eu/car/Hyundai/Accent%20(2010%20-%202017).html
hyundai,Accent,2017 - ,4x100,54.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/Accent%20(2017%20-%20).html
hyundai,Atos,1997 - 2000,4x114.3,67.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Hyundai/Atos%20(1997%20-%202001).html
hyundai,Atos,2001 - 2008,4x100,54.1,,1,1,1,1,,,,,https://www.wheelfitment.eu/car/Hyundai/Atos%20(2001%20-%202008).html
hyundai,Bayon,2021 - ,4x100,54.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/Bayon%20(2021%20-%20).html
hyundai,Coupe,1996 - 2002,4x114.3,67.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Coupe%20(1996%20-%202002).html
hyundai,Coupe,2002 - 2009,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Coupe%20(2002%20-%202009).html
hyundai,Elantra,1991 - 2000,4x114.3,67.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Elantra%20(1991%20-%202000).html
hyundai,Elantra,2000 - 2006,4x114.3,67.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Hyundai/Elantra%20(2000%20-%202006).html
hyundai,Excel,1994 - 1999,4x114.3,67.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Hyundai/Excel%20(1994%20-%201999).html
hyundai,Excel,2000 - 2006,4x100,54.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Hyundai/Excel%20(2000%20-%202006).html
hyundai,Excel,2006 - 2011,4x100,54.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Hyundai/Excel%20(2006%20-%202011).html
hyundai,Galloper,1999 - 2003,6x139.7,108,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/Galloper%20(1999%20-%202003).html
hyundai,Genesis,2008 - ,5x114.3,67.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Genesis%20(2008%20-%20).html
hyundai,Getz,2002 - 2011,4x100,54.1,,1,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Getz%20(2002%20-%202011).html
hyundai,Getz Cross,2007 - 2008,4x100,54.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/Getz%20Cross%20(2007%20-%202008).html
hyundai,Grandeur,2005 - 2011,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Grandeur%20(2005%20-2011).html
hyundai,H-1 H100,1994 - 2004,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Hyundai/H-1%20H100%20(1994%20-%202004).html
hyundai,H-1 H200,1996 - 2007,5x120,67.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Hyundai/H-1%20H200%20(1996%20-%202007).html
hyundai,H-1 H300,2007 - 2018,6x139.7,92.3,,,,,,,,,,https://www.wheelfitment.eu/car/Hyundai/H-1%20H300%20(2007%20-%202018).html
hyundai,i10,2008 - 2013,4x100,54.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/i10%20(2008%20-%202013).html
hyundai,I10,2013 - ,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Hyundai/I10%20(2013%20-%20).html
hyundai,i20,2008 - 2015,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/i20%20(2008%20-%202015).html
hyundai,i20,2015 - 2020,4x100,54.1,,,1,1,1,,,,,https://www.wheelfitment.eu/car/Hyundai/i20%20(2015%20-%202020).html
hyundai,i20,2020 - ,4x100,54.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/i20%20(2020%20-%20).html
hyundai,i30,2007 - 2012,5x114.3,67.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/i30%20(2007%20-%202012).html
hyundai,i30,2012 - ,5x114.3,67.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/i30%20(2012%20-%20).html
hyundai,i40,2011 - ,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/i40%20(2011%20-%20).html
hyundai,Ioniq,2016 - ,5x114.3,67.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/Ioniq%20(2016%20-%20).html
hyundai,Ioniq5,2021 - ,5x114.3,67.1,,,,,,,,1,1,https://www.wheelfitment.eu/car/Hyundai/Ioniq5%20(2021%20-%20).html
hyundai,Ioniq6,2022 - ,5x114.3,67.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Ioniq6%20(2022%20-%20).html
hyundai,ix20,2010 - ,5x114.3,67.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/ix20%20(2010%20-%20).html
hyundai,ix35,2010 - ,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/ix35%20(2010%20-%20).html
hyundai,ix55,2009 - ,5x114.3,67.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/ix55%20(2009%20-%20).html
hyundai,Kona,2017 - 2022,5x114.3,67.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Kona%20(2017%20-%202022).html
hyundai,Kona,2023 - ,5x114.3,67.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Hyundai/Kona%20(2023%20-%20).html
hyundai,Lantra,1991 - 2000,4x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Hyundai/Lantra%20(1991%20-%202000).html
hyundai,Lantra,2000 - 2006,4x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Hyundai/Lantra%20(2000%20-%202006).html
hyundai,Matrix,2001 - 2010,4x114.3,67.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Matrix%20(2001%20-%202010).html
hyundai,Nexo,2018 - ,5x114.3,67.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Hyundai/Nexo%20(2018%20-%20).html
hyundai,Pony,1990 - 1994,4x114.3,67.1,,1,,,,,,,,https://www.wheelfitment.eu/car/Hyundai/Pony%20(1990%20-%201994).html
hyundai,Santa Fe,2001 - 2006,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Santa%20Fe%20(2001%20-%202006).html
hyundai,Santa Fe,2006 - 2012,5x114.3,67.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Santa%20Fe%20(2006%20-%202012).html
hyundai,Santa Fe,2012 - 2018,5x114.3,67.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Santa%20Fe%20(2012%20-%202018).html
hyundai,Santa Fe,2018 - ,5x114.3,67.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Santa%20Fe%20(2018%20-%20).html
hyundai,Sonata,1993 - 1998,4x114.3,67.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Sonata%20(1993%20-%201998).html
hyundai,Sonata,2001 - 2005,4x114.3,67.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Sonata%20(2001%20-%202005).html
hyundai,Sonata,2005 - 2010,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Sonata%20(2005%20-%202010).html
hyundai,Stargazer,2022 - ,5x114.3,67.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Hyundai/Stargazer%20(2022%20-%20).html
hyundai,Staria,2021 - ,6x139.7,92.5,,,,,,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Staria%20(2021%20-%20).html
hyundai,Terracan,2002 - 2007,6x139.7,106.5,,,,,,,,,,https://www.wheelfitment.eu/car/Hyundai/Terracan%20(2002%20-%202007).html
hyundai,Trajet,1999 - 2009,5x114.3,67.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Trajet%20(1999%20-%202009).html
hyundai,Tucson,2004 - 2010,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Tucson%20(2004%20-%202010).html
hyundai,Tucson,2010 - 2015,5x114.3,67.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Hyundai/Tucson%20(2010%20-%202015).html
hyundai,Tucson,2015 - 2021,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Tucson%20(2015%20-%202021).html
hyundai,Tucson,2021 - ,5x114.3,67.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Hyundai/Tucson%20(2021%20-%20).html
hyundai,Veloster,2011 - 2017,5x114.3,67.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Veloster%20(2011%20-%202017).html
hyundai,Veloster,2018 - ,5x114.3,67.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Hyundai/Veloster%20(2018%20-%20).html
hyundai,XG,1998 - 2006,5x114.3,67.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Hyundai/XG%20(1998%20-%202006).html
infiniti,"EX 25,35,37,30d",2007 - 2014,5x114.3,66.1,,,,,,,1,1,,"https://www.wheelfitment.eu/car/Infiniti/EX%2025,35,37,30d%20(2007%20-%202014).html"
infiniti,"FX 30,35,37,45,50",2003 - 2008,5x114.3,66.1,,,,,,,,,,"https://www.wheelfitment.eu/car/Infiniti/FX%2030,35,37,45,50%20(2003%20-%202008).html"
infiniti,"FX 30,35,37,45,50",2008 - 2014,5x114.3,66.1,,,,,,,1,1,1,"https://www.wheelfitment.eu/car/Infiniti/FX%2030,35,37,45,50%20(2008%20-%202014).html"
infiniti,G20,1990 - 2002,4x114.3,66.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Infiniti/G20%20(1990%20-%202002).html
infiniti,G25,2007 - 2015,5x114.3,66.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Infiniti/G25%20(2007%20-%202015).html
infiniti,G35,2003 - 2007,5x114.3,66.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Infiniti/G35%20(2003%20-%202007).html
infiniti,G37 Coupe,2007 - 2015,5x114.3,66.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Infiniti/G37%20Coupe%20(2007%20-%202015).html
infiniti,JX35,2012 - 2013,5x114.3,66.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Infiniti/JX35%20(2012%20-%202013).html
infiniti,"M 25,37,56,35h,30d",2002 - 2014,5x114.3,66.1,,,,,,,,,,"https://www.wheelfitment.eu/car/Infiniti/M%2025,37,56,35h,30d%20(2002%20-%202014).html"
infiniti,"M 35,45",2003 - 2010,5x114.3,66.1,,,,,,,,,,"https://www.wheelfitment.eu/car/Infiniti/M%2035,45%20(2003%20-%202010).html"
infiniti,Q30,2015 - 2021,5x112,66.6,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Infiniti/Q30%20(2015%20-%202021).html
